dataset	relpath	url	bytes	md5	drop
karlsson2013	PRJEB1786/ERR260171/ERR260171_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260171/ERR260171_1.fastq.gz	2675965790	c11d3b177211ed4bb01e4bce6d6e71aa	1
karlsson2013	PRJEB1786/ERR260171/ERR260171_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260171/ERR260171_2.fastq.gz	2713111894	fc4f1acd86ce645bd6c58064724398b7	1
karlsson2013	PRJEB1786/ERR260187/ERR260187_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260187/ERR260187_1.fastq.gz	962605652	3566719638c43cccdfbd16b8f4447b09	1
karlsson2013	PRJEB1786/ERR260187/ERR260187_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260187/ERR260187_2.fastq.gz	962924811	6700f2664759436aa68c942d8b114466	1
karlsson2013	PRJEB1786/ERR260199/ERR260199_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260199/ERR260199_1.fastq.gz	1471232055	2a0d0800af4f3f89c92267d29c92770f	1
karlsson2013	PRJEB1786/ERR260199/ERR260199_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260199/ERR260199_2.fastq.gz	1417332724	528b9cf8373df880aa6c69e68d0c49e9	1
karlsson2013	PRJEB1786/ERR260202/ERR260202_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260202/ERR260202_1.fastq.gz	1678757475	002315aea3d80583a0b6ace674f540cc	1
karlsson2013	PRJEB1786/ERR260202/ERR260202_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260202/ERR260202_2.fastq.gz	1607897881	f8b79ce98a82c09092f3c9a1e5ef0987	1
karlsson2013	PRJEB1786/ERR260208/ERR260208_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_1.fastq.gz	1826079442	df707250f31293976e4f4c3a7a54bd28	1
karlsson2013	PRJEB1786/ERR260208/ERR260208_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260208/ERR260208_2.fastq.gz	1759930417	31d02d5619b10d4c016dafce700941f2	1
karlsson2013	PRJEB1786/ERR260211/ERR260211_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_1.fastq.gz	1474585415	b94dc7c9c525283c7f7b260d531fc663	1
karlsson2013	PRJEB1786/ERR260211/ERR260211_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260211/ERR260211_2.fastq.gz	1423626722	164ba62590858f37402f61a8bea7ff96	1
karlsson2013	PRJEB1786/ERR260215/ERR260215_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_1.fastq.gz	670468455	87a848d6e0731c7d4c377a049263cc4c	1
karlsson2013	PRJEB1786/ERR260215/ERR260215_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260215/ERR260215_2.fastq.gz	670470611	40d3f55fa877095c36c85b41d86d11d7	1
karlsson2013	PRJEB1786/ERR260217/ERR260217_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_1.fastq.gz	736447684	cca5e705302ba87305c01e8700d85035	1
karlsson2013	PRJEB1786/ERR260217/ERR260217_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260217/ERR260217_2.fastq.gz	736972288	ffddc4c2288b9bed72619f33c023b851	1
karlsson2013	PRJEB1786/ERR260218/ERR260218_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_1.fastq.gz	607657827	7e33cc5d75111fed542a88ed2e8a934e	1
karlsson2013	PRJEB1786/ERR260218/ERR260218_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260218/ERR260218_2.fastq.gz	607042569	eff36e5648699649838f63ab51024a9d	1
karlsson2013	PRJEB1786/ERR260220/ERR260220_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_1.fastq.gz	1116099920	d17b202394d90046dd8a3f8d4a841606	1
karlsson2013	PRJEB1786/ERR260220/ERR260220_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260220/ERR260220_2.fastq.gz	1106119325	2636779c960bb1cd8e8f5f342e605502	1
karlsson2013	PRJEB1786/ERR260221/ERR260221_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260221/ERR260221_1.fastq.gz	674657788	8f78961894d2658f8ce65450afc1a81c	1
karlsson2013	PRJEB1786/ERR260221/ERR260221_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260221/ERR260221_2.fastq.gz	672620018	89952b6fceaf9768bf65e163ad2e3a03	1
karlsson2013	PRJEB1786/ERR260224/ERR260224_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260224/ERR260224_1.fastq.gz	1235593433	b458dae8ecc319f6a6b5ab0a1928f56a	1
karlsson2013	PRJEB1786/ERR260224/ERR260224_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260224/ERR260224_2.fastq.gz	1238374182	0b71f67cd74cadab27d6d9796a1a0181	1
karlsson2013	PRJEB1786/ERR260230/ERR260230_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260230/ERR260230_1.fastq.gz	904082069	d733d30f19afbb343a77033d85e87277	1
karlsson2013	PRJEB1786/ERR260230/ERR260230_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260230/ERR260230_2.fastq.gz	901272581	c567e3d97cfaf067e3f1366cf9f8971d	1
karlsson2013	PRJEB1786/ERR260231/ERR260231_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260231/ERR260231_1.fastq.gz	947604105	ad3361f2c8f582405a7814d1703e4e79	1
karlsson2013	PRJEB1786/ERR260231/ERR260231_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260231/ERR260231_2.fastq.gz	942279107	940b487badfb2e20b289986fbd02ed8b	1
karlsson2013	PRJEB1786/ERR260232/ERR260232_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_1.fastq.gz	852086540	a4bd5a1ef30ec653b914d687b22d0edf	1
karlsson2013	PRJEB1786/ERR260232/ERR260232_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260232/ERR260232_2.fastq.gz	849926194	1df799aeba3d6b4b75215077e2553cd9	1
karlsson2013	PRJEB1786/ERR260243/ERR260243_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_1.fastq.gz	1008470874	68bc49dc8401456087dd165fd137c223	1
karlsson2013	PRJEB1786/ERR260243/ERR260243_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260243/ERR260243_2.fastq.gz	1005703474	9b532749b5893ccfabc55ef9e8bbec3e	1
karlsson2013	PRJEB1786/ERR260249/ERR260249_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_1.fastq.gz	874644512	1f28fa06cdaea38c02397b233b106026	1
karlsson2013	PRJEB1786/ERR260249/ERR260249_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260249/ERR260249_2.fastq.gz	870264551	30a55a8cef4936389e5e4ab0398a6e8e	1
karlsson2013	PRJEB1786/ERR260252/ERR260252_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_1.fastq.gz	1356443908	86941c78aa3d5189a234a50a3cf908ea	1
karlsson2013	PRJEB1786/ERR260252/ERR260252_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260252/ERR260252_2.fastq.gz	1354751455	01c7902a6b2fb505e6c550367af41829	1
karlsson2013	PRJEB1786/ERR260253/ERR260253_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_1.fastq.gz	1126963136	f55a30a62c9902a2f133657ed8ba936d	1
karlsson2013	PRJEB1786/ERR260253/ERR260253_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260253/ERR260253_2.fastq.gz	1128259122	0078300a579bc63c8dbeaa10f9e2a2f2	1
karlsson2013	PRJEB1786/ERR260259/ERR260259_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_1.fastq.gz	1747562526	593e30e226296e27644203865078cd7d	1
karlsson2013	PRJEB1786/ERR260259/ERR260259_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260259/ERR260259_2.fastq.gz	1757228712	ec7b36848042903769ff4593dc639ef3	1
karlsson2013	PRJEB1786/ERR260267/ERR260267_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_1.fastq.gz	1816737540	565bcb9a07399447c7d989315e7d5ddc	1
karlsson2013	PRJEB1786/ERR260267/ERR260267_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260267/ERR260267_2.fastq.gz	1826063506	46991a256b0a7f89df5118c91901ddcc	1
karlsson2013	PRJEB1786/ERR260272/ERR260272_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_1.fastq.gz	333759476	a741a43fe38a59d4caff1f8a7f501663	1
karlsson2013	PRJEB1786/ERR260272/ERR260272_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260272/ERR260272_2.fastq.gz	323142616	5b3033e0ef08001c67c5f9d05664b714	1
karlsson2013	PRJEB1786/ERR260273/ERR260273_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_1.fastq.gz	345218515	b864402748ad37284e114ecd60ea7f28	1
karlsson2013	PRJEB1786/ERR260273/ERR260273_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260273/ERR260273_2.fastq.gz	334666991	4bd7fec683057ce550c0baef109b40e0	1
karlsson2013	PRJEB1786/ERR275251/ERR275251_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_1.fastq.gz	1318420176	d89ce40f55db5079cd604e9ec3348bd5	1
karlsson2013	PRJEB1786/ERR275251/ERR275251_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275251/ERR275251_2.fastq.gz	1301780040	2102503d85c493fd51b6a5c14b3bf992	1
karlsson2013	PRJEB1786/ERR260136/ERR260136_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_1.fastq.gz	1121467344	225dfa5a31a360e02a6de2292aebe84f	1
karlsson2013	PRJEB1786/ERR260136/ERR260136_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260136/ERR260136_2.fastq.gz	1127440579	d66ca8579ac96b046a69a57a95a1eb48	1
karlsson2013	PRJEB1786/ERR260139/ERR260139_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_1.fastq.gz	884590776	5896ce2cdb88535d1be26a092a51811e	1
karlsson2013	PRJEB1786/ERR260139/ERR260139_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260139/ERR260139_2.fastq.gz	886520154	22fba149c00d0e41a0a752f71a21d499	1
karlsson2013	PRJEB1786/ERR260144/ERR260144_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260144/ERR260144_1.fastq.gz	1120004498	1d355ebb873e3a37cc5b6d105924c708	1
karlsson2013	PRJEB1786/ERR260144/ERR260144_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260144/ERR260144_2.fastq.gz	1114415360	f102d8645fbae667dbe43d5b7ec147f4	1
karlsson2013	PRJEB1786/ERR260150/ERR260150_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260150/ERR260150_1.fastq.gz	1371618813	707b50540f4dc6be7621f25b5328055f	1
karlsson2013	PRJEB1786/ERR260150/ERR260150_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260150/ERR260150_2.fastq.gz	1365024642	f175d21247827fc8198ada652e58a538	1
karlsson2013	PRJEB1786/ERR260151/ERR260151_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260151/ERR260151_1.fastq.gz	1191435464	2e8980e81059131e84deac9d953939b7	1
karlsson2013	PRJEB1786/ERR260151/ERR260151_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260151/ERR260151_2.fastq.gz	1186943115	4bc8dffa684cb391a98e86a7075352ef	1
karlsson2013	PRJEB1786/ERR260153/ERR260153_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260153/ERR260153_1.fastq.gz	1232983114	03a570bdc965ced02e0456b05857b54a	1
karlsson2013	PRJEB1786/ERR260153/ERR260153_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260153/ERR260153_2.fastq.gz	1241964511	f7b2a9a75bff1a6fbe9c8f194f95e440	1
karlsson2013	PRJEB1786/ERR260167/ERR260167_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260167/ERR260167_1.fastq.gz	2090600460	f5d6e42cede3480b228e2619e1cac198	1
karlsson2013	PRJEB1786/ERR260167/ERR260167_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260167/ERR260167_2.fastq.gz	2056300733	2404f5c255a48dfd5e28b90b0e3eafed	1
karlsson2013	PRJEB1786/ERR260169/ERR260169_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_1.fastq.gz	922395259	39198038f14bb01430f21b3b60512362	1
karlsson2013	PRJEB1786/ERR260169/ERR260169_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260169/ERR260169_2.fastq.gz	913852096	1ea367b035de840aff3507d26ebf104e	1
karlsson2013	PRJEB1786/ERR260172/ERR260172_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_1.fastq.gz	2477935426	cc59c8de31d2b9efa5412157bd0f8ecf	1
karlsson2013	PRJEB1786/ERR260172/ERR260172_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260172/ERR260172_2.fastq.gz	2510821969	c44a3a4926b2934d2f5631022f8913e6	1
karlsson2013	PRJEB1786/ERR260174/ERR260174_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260174/ERR260174_1.fastq.gz	2082654230	776d52c7f4e4cde1403cafc2a589e1bb	1
karlsson2013	PRJEB1786/ERR260174/ERR260174_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260174/ERR260174_2.fastq.gz	2113512108	cce3dd6d49e8d3aa32650ec40b039f30	1
karlsson2013	PRJEB1786/ERR260177/ERR260177_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260177/ERR260177_1.fastq.gz	1975663289	515f0a60ed2fef9d15a01e1413248a5b	1
karlsson2013	PRJEB1786/ERR260177/ERR260177_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260177/ERR260177_2.fastq.gz	2000451390	1a17ad72dbabc2aefe4459ac7c288c76	1
karlsson2013	PRJEB1786/ERR260181/ERR260181_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260181/ERR260181_1.fastq.gz	2395521277	6869d6d1d928a323edb9a406f7b0d023	1
karlsson2013	PRJEB1786/ERR260181/ERR260181_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260181/ERR260181_2.fastq.gz	2364724562	4c80917c901c5a1f15e9cea0f734ba40	1
karlsson2013	PRJEB1786/ERR260194/ERR260194_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260194/ERR260194_1.fastq.gz	2071532100	e2c978025066269b1007d5ba1fd43f03	1
karlsson2013	PRJEB1786/ERR260194/ERR260194_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260194/ERR260194_2.fastq.gz	2004287694	51100bab708c52e3c4c7d6b4378705f1	1
karlsson2013	PRJEB1786/ERR260195/ERR260195_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260195/ERR260195_1.fastq.gz	1235919898	7aebf89f46d1366b774fcbbd7bbe2d95	1
karlsson2013	PRJEB1786/ERR260195/ERR260195_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260195/ERR260195_2.fastq.gz	1238778137	cf5f5cb84dcc8d09762aa6bc9cfc707c	1
karlsson2013	PRJEB1786/ERR260198/ERR260198_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260198/ERR260198_1.fastq.gz	2290244895	a00d8a1516f127331e7f46337d7a8a83	1
karlsson2013	PRJEB1786/ERR260198/ERR260198_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260198/ERR260198_2.fastq.gz	2196067181	d1c74d245023257a29d3bd97a6691345	1
karlsson2013	PRJEB1786/ERR260209/ERR260209_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260209/ERR260209_1.fastq.gz	1116629908	60c6dd90794e760fa2047c8dbbea64fe	1
karlsson2013	PRJEB1786/ERR260209/ERR260209_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260209/ERR260209_2.fastq.gz	1117086774	85fae9e932498815096210fa8abad744	1
karlsson2013	PRJEB1786/ERR260219/ERR260219_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260219/ERR260219_1.fastq.gz	494504415	94357d392632eb30477ee0358858f9dd	1
karlsson2013	PRJEB1786/ERR260219/ERR260219_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260219/ERR260219_2.fastq.gz	496849054	c7d2151014c5818914d34dcb27cfe8de	1
karlsson2013	PRJEB1786/ERR260222/ERR260222_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_1.fastq.gz	622860069	3ff4cf0d2c89e67e828a9a0bde09f5d1	1
karlsson2013	PRJEB1786/ERR260222/ERR260222_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260222/ERR260222_2.fastq.gz	623219083	a794897ed1954f501984a31634545775	1
karlsson2013	PRJEB1786/ERR260229/ERR260229_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_1.fastq.gz	1308845284	ce4423112c2e561a3fc0a3b755566dfe	1
karlsson2013	PRJEB1786/ERR260229/ERR260229_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260229/ERR260229_2.fastq.gz	1308708919	308251735eece118c0080a16dcb0e914	1
karlsson2013	PRJEB1786/ERR260246/ERR260246_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_1.fastq.gz	1098856659	41c68352dc0c7396ee58800acb355d79	1
karlsson2013	PRJEB1786/ERR260246/ERR260246_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260246/ERR260246_2.fastq.gz	1095834838	bb70e86ed32c294537907dff96153a12	1
karlsson2013	PRJEB1786/ERR260251/ERR260251_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_1.fastq.gz	1133004619	bca49f11765b80ab3db1fcea82aa5bc8	1
karlsson2013	PRJEB1786/ERR260251/ERR260251_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260251/ERR260251_2.fastq.gz	1133883852	3e6528c9fdec2cbe44dd84c981997caa	1
karlsson2013	PRJEB1786/ERR260254/ERR260254_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_1.fastq.gz	1186085822	c8fcb98516f3b2f01d7f629f807f1a5c	1
karlsson2013	PRJEB1786/ERR260254/ERR260254_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260254/ERR260254_2.fastq.gz	1184098028	446157837b272ede8f5eaaf41bc55a4b	1
karlsson2013	PRJEB1786/ERR275252/ERR275252_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_1.fastq.gz	1716253065	f6d6d0b07dcf64f23d30514b27d1085e	1
karlsson2013	PRJEB1786/ERR275252/ERR275252_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/ERR275252/ERR275252_2.fastq.gz	1656822319	0ad3fb9e2e0db8e7fb2ff8dd3f21be31	1
karlsson2013	PRJEB1786/ERR260133/ERR260133_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_1.fastq.gz	1155058704	dc7fb4770fb91f66a28edb6dada7127c	1
karlsson2013	PRJEB1786/ERR260133/ERR260133_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260133/ERR260133_2.fastq.gz	1158772978	f794b9369786210ccb1961e132ad235c	1
karlsson2013	PRJEB1786/ERR260137/ERR260137_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_1.fastq.gz	845633867	ffc332b354c942596219cba93f3b5e1e	1
karlsson2013	PRJEB1786/ERR260137/ERR260137_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260137/ERR260137_2.fastq.gz	854089689	6bcfeee7dae9d375086e164f22f6a365	1
karlsson2013	PRJEB1786/ERR260147/ERR260147_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260147/ERR260147_1.fastq.gz	1251715613	923f12b46db29c6a9eec68781f0432af	1
karlsson2013	PRJEB1786/ERR260147/ERR260147_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260147/ERR260147_2.fastq.gz	1233238098	89681d9331e18b97deb065f0764a9017	1
karlsson2013	PRJEB1786/ERR260148/ERR260148_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260148/ERR260148_1.fastq.gz	1004229134	90b2acaacaa66e87363083f343cb3488	1
karlsson2013	PRJEB1786/ERR260148/ERR260148_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260148/ERR260148_2.fastq.gz	1002074135	8a029ad8dc7fd0e20ee646bd0a9023f4	1
karlsson2013	PRJEB1786/ERR260149/ERR260149_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260149/ERR260149_1.fastq.gz	1397828524	70ee1d63bb2976e3ba54a6f80b39bff5	1
karlsson2013	PRJEB1786/ERR260149/ERR260149_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260149/ERR260149_2.fastq.gz	1391491737	f26d90ff8769d0e9b24a82e975ca2f8e	1
karlsson2013	PRJEB1786/ERR260154/ERR260154_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260154/ERR260154_1.fastq.gz	1092242858	8ade9eedecb1f546d75be86c84e0ebd4	1
karlsson2013	PRJEB1786/ERR260154/ERR260154_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260154/ERR260154_2.fastq.gz	1098931926	245076e50c25a07543a1c2445a8ad86a	1
karlsson2013	PRJEB1786/ERR260155/ERR260155_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_1.fastq.gz	1131620919	36e6fb9ac29b78abe6b3c0ae36ae1ef0	1
karlsson2013	PRJEB1786/ERR260155/ERR260155_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260155/ERR260155_2.fastq.gz	1140132571	78ee37c2c38b956c598fbe6ac63c80f3	1
karlsson2013	PRJEB1786/ERR260158/ERR260158_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260158/ERR260158_1.fastq.gz	908831081	5044af0e0ed8eb26d1bd959f4b05a945	1
karlsson2013	PRJEB1786/ERR260158/ERR260158_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260158/ERR260158_2.fastq.gz	908171461	cf63b9f0d11268590b5ad4defe322e03	1
karlsson2013	PRJEB1786/ERR260159/ERR260159_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260159/ERR260159_1.fastq.gz	963037847	e5beda4a7a6f4f1c2c738ec06661f69f	1
karlsson2013	PRJEB1786/ERR260159/ERR260159_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260159/ERR260159_2.fastq.gz	968742731	418bbcd11566d2cc78065c229c501841	1
karlsson2013	PRJEB1786/ERR260178/ERR260178_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_1.fastq.gz	2297102633	ef92a8f789158dda28fdae34759e1dca	1
karlsson2013	PRJEB1786/ERR260178/ERR260178_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260178/ERR260178_2.fastq.gz	2276967073	dad3805acca83f16eea05c37aba65426	1
karlsson2013	PRJEB1786/ERR260179/ERR260179_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_1.fastq.gz	1931594518	1f4ceb3bafd70ec1942c783d0169bd23	1
karlsson2013	PRJEB1786/ERR260179/ERR260179_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260179/ERR260179_2.fastq.gz	1958211007	61dd8fd2447e51edf4edaf315afc4ef2	1
karlsson2013	PRJEB1786/ERR260184/ERR260184_1.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_1.fastq.gz	2078691095	0339acf4dbd29d28d60071f3911c7fb1	1
karlsson2013	PRJEB1786/ERR260184/ERR260184_2.fastq.gz	https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR260/ERR260184/ERR260184_2.fastq.gz	2055204528	06c874210fdaa56f093a81e0d782c9ed	1
